OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
75742,San Jose Ave&Farallones St S-NS/SB,S.J.FAR0,S.J.FARA,6259,37.713957,-122.452281,,FARALLONES ST,SAN JOSE AVE,NS,SO,,0,1729767266000,15735410,147,11,POINT (-122.452281 37.713957),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,81,81
74314,Leavenworth St&Bush St SE-NS/BB,LEAVBUS1,LEAVBUSH,4862,37.789151,-122.415272,,BUSH ST,LEAVENWORTH ST,NS,SE,BZ,1,1729767266000,15734135,147,3,POINT (-122.415272 37.789151),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,50,50
75828,Turk St&Broderick St NE-NS/BZ,TURKBDR0,TURKBDRK,6712,37.779511,-122.44029499999999,,BRODERICK ST,TURK ST,NS,NE,BZ,0,1729767266000,15733990,147,5,POINT (-122.440295 37.779511),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,39,13,13
75704,Parnassus Ave&Willard St NW-FS/BZ,PARNWLR0,PARNWLRD,5897,37.764351999999995,-122.454529,,WILLARD ST,PARNASSUS AVE,FS,NW,BZ,1,1729767266000,15738483,147,8,POINT (-122.454529 37.764352),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,14,110,110
73741,Hyde St&Filbert St E-MI,HYDEFIL0,HYDEFILB,5069,37.800173,-122.419162,,FILBERT ST,HYDE ST,MI,EA,,0,1729767266000,15730480,147,3,POINT (-122.419162 37.800173),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,6,32,107,107
73726,Innes Ave&Arelious Walker St E-NS/PS,INESARE1,INESFTCH,5099,37.730941,-122.37376,,FITCH ST,INNES AVE,NS,EA,,0,1729767266000,15730428,147,10,POINT (-122.37376 37.730941),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,76,76
73225,Bryant St&26TH St SE-NS/BZ,BRYT26S1,BRYT26ST,3751,37.74951,-122.40872999999999,,26TH ST,BRYANT ST,NS,SE,BZ,0,1729767266000,15728964,147,9,POINT (-122.40873 37.74951),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
73871,Powell Station Inbound,POWL ST1,POWL STA,5417,37.784653,-122.40708599999999,,ELLIS ST,MARKET ST,,,,0,1729767266000,15731346,147,6,POINT (-122.407086 37.784653),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,34,32,32
74360,Wawona St&46th Ave SW-NS/PS,WAWO46A0,WAWO46AV,6932,37.736125,-122.504351,1,46TH AVE,WAWONA ST,NS,SW,,1,1729767266000,15737232,147,4,POINT (-122.504351 37.736125),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
73131,Blanken Ave&Tunnel Ave NE-NS/PS,BLKNTUN1,BLKNTUNL,3692,37.712019999999995,-122.40068,,TUNNEL AVE,BLANKEN AVE,NS,EA,,0,1729767266000,15729117,147,10,POINT (-122.40068 37.71202),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,89,89
75357,795 Corbett Ave NW-MB/SB,CRBTH795,CRBTH795,4167,37.754118,-122.44301300000001,,,CORBETT AVE,MB,NW,,0,1729767266000,15736634,147,8,POINT (-122.443013 37.754118),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,38,51,51
73145,Geary Blvd&Laguna St SW-NS/BZ,GEARLGN1,GEARLGNA,4305,37.784853999999996,-122.428155,1,LAGUNA ST,GEARY BLVD,NS,SW,BZ,1,1729767266000,15729168,147,5,POINT (-122.428155 37.784854),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,39,101,101
73867,Laguna St&Hayes St NE-FS/BZ,LGNAHAY1,LGNAHAYS,5260,37.776751999999995,-122.42627,,HAYES ST,LAGUNA ST,FS,NE,BZ,1,1729767266000,15731337,147,5,POINT (-122.42627 37.776752),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,22,22
75910,23rd St & 3rd St NE-NS/PS,23ST.3RD,23ST.3RD,8134,37.755479,-122.387809,,ILLINOIS ST,23RD ST,NS,NE,PS,0,1729767266000,15739257,147,10,POINT (-122.387809 37.755479),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,55,55
73143,Geary St&Larkin St NW-FS/BZ,GEARLAR0,GEARLARK,4302,37.786137,-122.41825,1,LARKIN ST,GEARY ST,FS,NW,BZ,0,1729767266000,15729164,147,3,POINT (-122.41825 37.786137),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,10,36,50,50
74256,Stanyan St&Hayes St SW-FS/BZ,STANHAY0,STANHAYS,6481,37.772766,-122.454335,,HAYES ST,STANYAN ST,FS,SW,BZ,0,1729767266000,15732761,147,1,POINT (-122.454335 37.772766),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,4,12,9,9
72946,18th St&Guerrero St SE-FS/BZ,18STGUE0,18STGUER,3334,37.761520999999995,-122.42364599999999,,GUERRERO ST,18TH ST,FS,SE,BZ,1,1729767266000,15728591,147,9,POINT (-122.423646 37.761521),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,20,37,37
74824,1725 Sunnydale Ave SW-MB/SB,SUNY1721,SUNY1725,6565,37.71277,-122.41957,1,,SUNNYDALE AVE,MB,SW,,0,1729767266000,15734542,147,10,POINT (-122.41957 37.71277),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,40,74,74
73199,Cole St&Waller St SE-NS/PS,COLEWALL,COLEWALL,4099,37.768527999999996,-122.45042699999999,1,WALLER ST,COLE ST,NS,SE,,0,1729767266000,15729288,147,8,POINT (-122.450427 37.768528),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,29,29
73921,Mendell St&Newhall St NW-NS/SB,MENDNEW0,MENDNEWH,5508,37.742529999999995,-122.38392999999999,,NEWHALL ST,MENDELL ST,NS,NW,,0,1729767266000,15731499,147,10,POINT (-122.38393 37.74253),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,76,76
73147,Castro St&15TH St NW-NS/PS,CTRO15S0,CTRO15ST,4309,37.76583,-122.43557,,15TH ST,CASTRO ST,NS,NW,,0,1729767266000,15729171,147,8,POINT (-122.43557 37.76583),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,5,113,113
73831,Lombard St&Grant Ave NE-NS/PS,LOMBGRN1,LOMBGRNT,5276,37.8035,-122.40807,,GRANT AVE,LOMBARD ST,NS,NE,,0,1729767266000,15730832,147,3,POINT (-122.40807 37.8035),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,18,18
73081,Clayton St&Carl St NE-FS/PS,CLTNCAR1,CLTNCARL,4073,37.766287999999996,-122.447779,,CARL ST,CLAYTON ST,FS,NE,,0,1729767266000,15728918,147,8,POINT (-122.447779 37.766288),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,114,114
73101,26th St&Noe St NW-FS/SB,26STNOE1,26STNOE,3520,37.74827,-122.43177,,NOE ST,26TH ST,FS,NW,,1,1729767266000,15728669,147,8,POINT (-122.43177 37.74827),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,84,84
73287,Evans Ave&Newhall St E-NS/SB,EVANNEW1,EVANNEWH,4555,37.741949,-122.386408,,NEWHALL ST,EVANS AVE,FS,WE,BZ,0,1729767266000,15729569,147,10,POINT (-122.386408 37.741949),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,76,76
73876,Noe St&28th St SE-NS/PS,NOE 28S1,NOE 28ST,5735,37.74493,-122.43117,,28TH ST,NOE ST,NS,SE,,0,1729767266000,15731387,147,8,POINT (-122.43117 37.74493),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,22,84,84
75665,University St&Felton St SE-NS,UNIVFEL0,UNIVFELT,6792,37.72739,-122.41439,,FELTON ST,UNIVERSITY ST,NS,SE,FL,0,1729767266000,15736928,147,9,POINT (-122.41439 37.72739),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,2,25,91,91
73528,Fulton St&22ND Ave NW-FS/BZ,FULT22A0,FULT22AV,4746,37.77276,-122.48134,,22ND AVE,FULTON ST,FS,NW,BZ,1,1729767266000,15729841,147,1,POINT (-122.48134 37.77276),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
75002,Reposa Way&Myra Way N-NS/SB,RPSAMYR0,RPSAMYRA,6228,37.740198,-122.450609,,MYRA WAY,REPOSA WAY,NS,NO,,0,1729767266000,15733187,147,7,POINT (-122.450609 37.740198),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,72,72
75567,Sansome St&Sacramento St NE-FS/BZ,SANSSAC1,SANSSACO,6333,37.794055,-122.401314,,COMMERCIAL ST,SANSOME ST,FS,NE,BZ,0,1729767266000,15736841,147,3,POINT (-122.401314 37.794055),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,108,108
74933,Silver Ave&Santa Fe Ave SW-NS/PS,SILVSTF0,,7288,37.734773,-122.401592,,SANTA FE AVE,SILVER AVE,,,,0,1729767266000,15734698,147,10,POINT (-122.401592 37.734773),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,87,87
73601,Fillmore St&Pine St SW-FS/BZ,FILLPIN1,FILLPINE,4636,37.787717,-122.433655,,PINE ST,FILLMORE ST,FS,SW,BZ,0,1729767266000,15730292,147,5,POINT (-122.433655 37.787717),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,30,103,103
73652,Fillmore St&Cervantes Blvd NW-NS,FILLCVT0,FILLCVTS,4610,37.802817,-122.436806,,BAY ST,FILLMORE ST,NS,NW,BZ,0,1729767266000,15730154,147,2,POINT (-122.436806 37.802817),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
75822,Presidio Ave&California St NE-FS/BZ,PRESCAL1,PRESCALI,6088,37.787380999999996,-122.446736,,CALIFORNIA ST,PRESIDIO AVE,FS,NE,BZ,0,1729767266000,15733972,147,2,POINT (-122.446736 37.787381),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,31,10,10
74928,Potrero Ave&23rd St NW-NS/BZ,POTR23S0,POTR23ST,6037,37.75506,-122.4067,1,23RD ST,POTRERO AVE,FS,SW,BZ,1,1729767266000,15734677,147,9,POINT (-122.4067 37.75506),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
75106,Mission St&Richland Ave SE-NS/BZ,MISSRIC1,MISSRICH,5613,37.73591,-122.42442,,RICHARDSON AVE,MISSION ST,NS,SE,BZ,1,1729767266000,15734862,147,9,POINT (-122.42442 37.73591),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,61,61
73059,Cortland Ave&Elsie St N-FS/BZ,CORTELS1,CORTELSE,4149,37.73992,-122.41997,,ELSIE ST,CORTLAND AVE,FS,NO,BZ,0,1729767266000,15728868,147,9,POINT (-122.41997 37.73992),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,83,83
73950,Hyde St&North Point St W-MI,HYDEN P1,HYDEN PT,5081,37.805704999999996,-122.420455,,NORTH POINT ST,HYDE ST,MI,WE,,0,1729767266000,15731185,147,2,POINT (-122.420455 37.805705),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,6,32,98,98
75905,46th Ave&Taraval St SW-FS/PS,46AVTARA,,7892,37.741667,-122.504695,,TARAVAL ST,46TH AVE,,,,0,1729767266000,15739244,147,4,POINT (-122.504695 37.741667),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
75618,Quintara St&35th Ave NE-NS,QUIN35A0,QUIN35AV,6158,37.74796,-122.49310000000001,,35TH AVE,QUINTARA ST,NS,NE,,0,1729767266000,15733838,147,4,POINT (-122.4931 37.74796),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74757,North Point St&Stockton St SW-NS,N.PTSTOK,N PTSTOK,5471,37.80688,-122.410594,,STOCKTON ST,NORTH POINT ST,NS,SW,BZ,1,1729767266000,15736000,147,3,POINT (-122.410594 37.80688),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,99,99
73948,Hyde St&Mcallister St NW-NS/BZ,HYDEMCA0,HYDEMCAL,5079,37.780783,-122.415421,,MCALLISTER ST,HYDE ST,NS,NW,BZ,0,1729767266000,15731180,147,5,POINT (-122.415421 37.780783),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,36,21,21
73351,Douglass St&Alvarado St NW-NS,DOUGALV1,DOUGALVO,4444,37.75352,-122.43875,,ALVARADO ST,DOUGLASS ST,NS,NW,,0,1729767266000,15729342,147,8,POINT (-122.43875 37.75352),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,51,51
75724,Topeka Ave&Thornton Ave W-NS,TPKATHR1,TPKATHRN,6704,37.73117,-122.39527,,THORNTON AVE,TOPEKA AVE,NS,WE,FL,0,1729767266000,15733894,147,10,POINT (-122.39527 37.73117),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,87,87
73607,Fillmore St&Turk St SW-FS/BZ,FILLTUR0,FILLTURK,4642,37.780204,-122.432138,,TURK ST,FILLMORE ST,FS,SW,BZ,0,1729767266000,15730306,147,5,POINT (-122.432138 37.780204),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,39,97,97
73314,Chenery St&30TH St SE-NS/PS,CHNY30S1,CHNY30ST,3965,37.74202,-122.42575,,30TH ST,CHENERY ST,NS,SE,FL,0,1729767266000,15729629,147,8,POINT (-122.42575 37.74202),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,59,59
74526,Stockton St&Pacific Ave E-MB/BB,STOKPAC0,STOKPACF,6520,37.796306,-122.408295,,PACIFIC AVE,STOCKTON ST,MB,EA,BB,0,1729767266000,15735833,147,3,POINT (-122.408295 37.796306),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,104,104
75054,Stockton St&Washington St MB W-BB,STOKWAS0,STOKWASH,6526,37.794709,-122.408112,1,WASHINGTON ST,STOCKTON ST,MB,WE,BB,1,1729767266000,15734800,147,3,POINT (-122.408112 37.794709),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,104,104
75014,Gateview Ave&Bayside Dr NE-NS,GTVWBAY0,GTVWBAYS,4934,37.829848,-122.375254,,BAYSIDE DR,GATEVIEW AVE,NS,NE,FL,0,1729767266000,15733216,147,6,POINT (-122.375254 37.829848),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,37,36,36
73683,Mansell St&Visitacion Ave E-FS/PS,MANSVIS0,MANSVISI,5354,37.71877,-122.41136,,VISITACION AVE,MANSELL ST,FS,EA,,0,1729767266000,15730629,147,9,POINT (-122.41136 37.71877),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,19,73,73
75516,Sloat Blvd&47th Ave OB NW-FS/BZ,SLOA47A0,SLOA47AV,6453,37.735641,-122.505734,,47TH AVE,SLOAT BLVD,FS,SE,BZ,0,1729767266000,15733732,147,4,POINT (-122.505734 37.735641),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
75161,Wilde Ave&Rutland St NE-NS/PS,WILDRUT1,WILDRUTL,7061,37.717349,-122.405211,,RUTLAND ST,WILDE AVE,NS,SW,,0,1729767266000,15737985,147,10,POINT (-122.405211 37.717349),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,40,75,75
73248,Cordova Ave&Prague St SE-NS/SB,CORDPRA1,CORDPRAG,4137,37.710181999999996,-122.43487400000001,,PRAGUE ST,CORDOVA ST,NS,SE,,1,1729767266000,15729050,147,11,POINT (-122.434874 37.710182),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,58,58
72644,9th Ave&Moraga St SE-NS/BZ,.9AVMOR1,9AVMORA,3223,37.756508,-122.465689,,MORAGA ST,9TH AVE,NS,SE,BZ,1,1729767266000,15727762,147,7,POINT (-122.465689 37.756508),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,44,44
75057,Union St&Polk St SW-NS/BZ,UNINPOL1,UNINPOLK,6780,37.798683,-122.42242999999999,,POLK ST,UNION ST,NS,SW,BZ,1,1729767266000,15734816,147,3,POINT (-122.42243 37.798683),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,3,32,105,105
75496,Noriega St&25th Ave NE-NS/BZ,NORI25A0,NORI24AV,5741,37.754042,-122.482773,,25TH AVE,NORIEGA ST,NS,NE,,0,1729767266000,15733670,147,4,POINT (-122.482773 37.754042),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74076,Ocean Ave&Aptos Ave W-NS/SI,OCENAPT0,OCENAPTO,5780,37.728383,-122.467871,2,APTOS AVE,OCEAN AVE,NS,WE,SI,0,1729767266000,15731950,147,7,POINT (-122.467871 37.728383),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,67,67
73480,Diamond St&Conrad St SE-FS/PS,DIAMCON0,DIAMCONR,4393,37.73841,-122.43593,,CONRAD ST,DIAMOND ST,FS,SE,FL,0,1729767266000,15729732,147,8,POINT (-122.43593 37.73841),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,96,96
75211,Skyline Blvd&Sloat Blvd W-FS/PS,SKYLSLO0,SKYLSLOA,6434,37.733128,-122.497522,,SUNSET BLVD ON RAMP,SKYLINE BLVD,FS,WE,,0,1729767266000,15734989,147,7,POINT (-122.497522 37.733128),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,43,43
75160,Quintara St&29th Ave SW-NS/PS,QUIN29A1,QUIN29AV,6153,37.74812,-122.48692,,29TH AVE,QUINTARA ST,NS,SW,FL,0,1729767266000,15737982,147,4,POINT (-122.48692 37.74812),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
75612,Powell St&O'Farrell St SE-NS,POWLOFA0,POWLOFAR,6068,37.786322,-122.407933,,OFARRELL ST,POWELL ST,NS,SE,,0,1729767266000,15733818,147,3,POINT (-122.407933 37.786322),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,19,19
72759,Balboa St&34TH Ave SW-NS/SB,BBOA34A1,BBOA34AV,3059,37.775791,-122.494199,,34TH AVE,BALBOA ST,NS,SW,,0,1729767266000,15727701,147,1,POINT (-122.494199 37.775791),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
74416,Quintara St&Cragmont Ave SE-FS/PS,QUINCRA1,QUINCRAG,6169,37.748976999999996,-122.467051,,CRAGMONT AVE,QUINTARA ST,FS,SE,,0,1729767266000,15735771,147,7,POINT (-122.467051 37.748977),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,44,44
74347,Chenery St&Fairmount St SE-NS/PS,CHNYFMN1,CHNYFMNT,3968,37.7389,-122.42579,,FAIRMOUNT ST,CHENERY ST,NS,SE,FL,0,1729767266000,15737204,147,8,POINT (-122.42579 37.7389),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,59,59
74193,North Point St&Jones St SW-NS/BZ,N.PTJON0,N.PTJONE,5461,37.806052,-122.417176,1,JONES ST,NORTH POINT ST,NS,SW,BZ,0,1729767266000,15732937,147,3,POINT (-122.417176 37.806052),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,99,99
73001,California St&Pierce St NW-FS/BZ,CALIPIE0,CALIPIER,3884,37.788517999999996,-122.437484,1,PIERCE ST,CALIFORNIA ST,FS,NW,BZ,0,1729767266000,15728344,147,2,POINT (-122.437484 37.788518),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,102,102
73544,Evans Ave&Marin St E-MB/SB,EVANMAR1,EVANCHAV,4548,37.748619,-122.396703,,CESAR CHAVEZ ST,EVANS AVE,NS,SE,BZ,0,1729767266000,15730194,147,10,POINT (-122.396703 37.748619),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,56,56
75846,Sacramento St&Leavenworth St NE-NS,SACOLEA0,SACOLEAV,6304,37.79221,-122.41587,1,LEAVENWORTH ST,SACRAMENTO ST,NS,NE,BZ,0,1729767266000,15735518,147,3,POINT (-122.41587 37.79221),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,16,16
75359,Diamond Heights Blvd Gold Mine Dr NW,DHTSG M0,DHTSG MI,4368,37.74029,-122.43588,,GOLD MINE DR,DIAMOND HEIGHTS BLVD,NS,NW,FL,0,1729767266000,15736639,147,8,POINT (-122.43588 37.74029),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,5,10,57,57
74506,Quintara St&36th Ave SW-NS,QUIN36A1,QUIN36AV,6160,37.747765,-122.494399,,36TH AVE,QUINTARA ST,NS,SW,,0,1729767266000,15734330,147,4,POINT (-122.494399 37.747765),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,40,40
74199,Folsom St&18TH St SW-FS/BZ,FOLS18S0,FOLS18ST,4672,37.761858,-122.415086,,18TH ST,FOLSOM ST,FS,SW,,1,1729767266000,15732974,147,9,POINT (-122.415086 37.761858),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
75340,Union St&Columbus Ave  NE-NS/BZ,UNINCOL0,UNINCOLM,6750,37.800411,-122.41008099999999,,STOCKTON ST,UNION ST,MB,SO,BZ,0,1729767266000,15736595,147,3,POINT (-122.410081 37.800411),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,106,106
74325,Sutter St&Stockton St NW-FS/BZ,SUTTSTO0,SUTTSTOK,6611,37.78948,-122.407026,,POWELL ST,SUTTER ST,FS,NW,BZ,1,1729767266000,15734148,147,3,POINT (-122.407026 37.78948),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,19,19
74145,Ortega St&9th Ave SW-NS/PS,ORTG 9A1,ORTG 9AV,5826,37.752778,-122.465631,,10TH AVE,ORTEGA ST,NS,SW,,0,1729767266000,15732301,147,7,POINT (-122.465631 37.752778),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,44,44
75499,Lincoln Way&33rd Ave NW-FS/BZ,LWAY33A0,LWAY33AV,5321,37.764844,-122.492565,,33RD AVE,LINCOLN WY,FS,NW,BZ,0,1729767266000,15733678,147,4,POINT (-122.492565 37.764844),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,4,12,9,9
75789,Fulton St&43RD Ave SE-FS/BZ,FULT43A3,,7720,37.771612,-122.503296,,43RD AVE,FULTON ST,,,,0,1729767266000,15738515,147,1,POINT (-122.503296 37.771612),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,12,9,9
72717,24th St&Church St NE-NS/BB,24STCHU0,24STCHUR,3460,37.751778,-122.42732699999999,,CHURCH ST,24TH ST,NS,NE,BB,0,1729767266000,15727500,147,8,POINT (-122.427327 37.751778),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,52,52
74661,956 Corbett Ave W-MB/SB,CRBTH956,CRBTH956,4170,37.751681999999995,-122.443712,,,CORBETT AVE,MB,WE,,0,1729767266000,15735959,147,8,POINT (-122.443712 37.751682),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,38,51,51
75501,Newcomb Ave&Newhall St E-NS/SB,NEWCNEW1,NEWCNEWH,5490,37.736304,-122.391522,,NEWHALL ST,NEWCOMB AVE,NS,EA,,0,1729767266000,15733682,147,10,POINT (-122.391522 37.736304),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,86,86
73461,Folsom St&24TH St NE-FS/BB,FOLS24S1,FOLS24ST,4677,37.752756999999995,-122.414024,,24TH ST,FOLSOM ST,FS,NE,BZ,1,1729767266000,15730067,147,9,POINT (-122.414024 37.752757),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
73241,Connecticut St&18TH St NW-NS/PS,CONN18S0,CONN18ST,4125,37.762614,-122.397569,,18TH ST,CONNECTICUT ST,NS,NW,,0,1729767266000,15729037,147,10,POINT (-122.397569 37.762614),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,54,54
75319,Ocean Ave & Right Of Way SW-NS,ROW OCE0,ROW OCEN,6223,37.732022,-122.473719,,OCEAN AVE,RIGHT OF WAY,NS,NO,,0,1729767266000,15735081,147,7,POINT (-122.473719 37.732022),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,62,62
75165,Quintara St&16th Ave SW-NS/PS,QUIN16A1,QUIN16AV,6137,37.74872,-122.47298,,16TH AVE,QUINTARA ST,NS,SW,FL,0,1729767266000,15737997,147,7,POINT (-122.47298 37.74872),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,44,44
74359,Washington St&Webster St SW-NS/PS,WASHWEB1,WASHWEBS,6931,37.791716,-122.432842,,WEBSTER ST,WASHINGTON ST,NS,SW,,1,1729767266000,15737231,147,2,POINT (-122.432842 37.791716),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,102,102
74407,Market St&Stockton St N-NS/SI,MRKTSTO0,MRKTSTOK,5694,37.785776999999996,-122.40585899999999,2,GRANT AVE,MARKET ST,NS,NO,SI,0,1729767266000,15735734,147,6,POINT (-122.405859 37.785777),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,3,8,19,19
73156,Geary Blvd&20TH Ave NW-FS/BZ,GEAR20A0,GEAR20AV,4265,37.780355,-122.47959900000001,1,20TH AVE,GEARY BLVD,NS,NE,BZ,0,1729767266000,15729183,147,1,POINT (-122.479599 37.780355),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
73979,Judah St&46th Ave NE-NS/SI,JUDA46A0,JUDA46AV,5215,37.760493,-122.505832,1,46TH AVE,JUDAH ST,NS,NE,SI,0,1729767266000,15731315,147,4,POINT (-122.505832 37.760493),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
75331,Bacon St&Girard St SW-NS,BACNGIR1,BACNGIRD,3686,37.72732,-122.4047,,GIRARD ST,BACON ST,NS,SW,FL,0,1729767266000,15735109,147,9,POINT (-122.4047 37.72732),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,2,25,91,91
73849,Junipero Serra Blvd&Brotherhd NE-FS,J S BRH1,J S BRHD,5134,37.71355,-122.47126,1,BROTHERHOOD WAY,JUNIPERO SERRA BLVD,FS,NE,FL,0,1729767266000,15730885,147,11,POINT (-122.47126 37.71355),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,65,65
