OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
74262,Grafton Ave&Jules Ave NE-NS/SB,GRAFJUL1,,7195,37.720095,-122.461111,,JULES AVE,GRAFTON AVE,,NE,,0,1729767266000,15732785,147,11,POINT (-122.461111 37.720095),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,64,64
73278,Fulton St&Arguello Blvd SE-FS/BZ,FULTARG1,FULTARGL,4224,37.774282,-122.45800299999999,,ARGUELLO BLVD,FULTON ST,FS,SE,BZ,0,1729767266000,15729548,147,1,POINT (-122.458003 37.774282),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,12,9,9
73169,Geary Blvd&39TH Ave SW-NS/BZ,GEAR39A1,GEAR39AV,4283,37.779286,-122.499829,1,39TH AVE,GEARY BLVD,NS,SW,BZ,0,1729767266000,15729221,147,1,POINT (-122.499829 37.779286),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
72983,20th St&3rd St NW-FS/BZ,20ST.3S1,20ST.3ST,3410,37.760535999999995,-122.388707,,03RD ST,20TH ST,FS,NW,BZ,0,1729767266000,15728314,147,10,POINT (-122.388707 37.760536),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,55,55
74832,Steiner St&California St NW-NS/BZ,STEICAL0,STEICALI,6486,37.78884,-122.43561,1,CALIFORNIA ST,STEINER ST,NS,NW,BZ,0,1729767266000,15734571,147,2,POINT (-122.43561 37.78884),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,102,102
74711,Chestnut St&Gough St NE-NS/BZ,CHESGOU2,,7857,37.801914,-122.427955,,GOUGH ST,CHESTNUT ST,,,,0,1729767266000,15739080,147,2,POINT (-122.427955 37.801914),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
74917,Portola Dr&Diamond Hts Bl SE-FS/BZ,PORTCLPR,PORTCLPR,6012,37.74715,-122.44420000000001,1,DIAMOND HEIGHTS BL,PORTOLA DR,FS,SE,,0,1729767266000,15733179,147,8,POINT (-122.4442 37.74715),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,22,51,51
72696,19th Ave&Junipero Serra Blvd W-NS,19AVJ S0,19AVJ S,3363,37.717323,-122.47297,1,JUNIPERO SERRA BLVD,19TH AVE,NS,WE,FL,0,1729767266000,15727383,147,7,POINT (-122.47297 37.717323),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,42,42
73579,Font Blvd&Tapia Dr E-NS/SB,FONTTAP1,FONTTAPI,4712,37.72068,-122.480902,,TAPIA DR,FONT BLVD,NS,EA,,0,1729767266000,15730253,147,7,POINT (-122.480902 37.72068),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,42,42
75370,Ulloa St&Forest Side Ave SW-NS,ULOAFRS1,ULOAFRSD,6737,37.741434999999996,-122.4688,,FOREST SIDE AVE,ULLOA ST,NS,SW,,0,1729767266000,15738125,147,7,POINT (-122.4688 37.741435),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,46,46
75774,3rd St&Mission Rock St SW-FS,3ST MRS1,3ST MRS1,7359,37.772832,-122.38971699999999,1,MISSION ROCK ST,3RD ST,FS,SW,SI,0,1729767266000,15736966,147,6,POINT (-122.389717 37.772832),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,34,34
74249,17th St&Clayton St NE-NS/PS,17STCLTN,17STCLTN,3309,37.761854,-122.446702,,CLAYTON ST,17TH ST,NS,NE,,0,1729767266000,15732752,147,8,POINT (-122.446702 37.761854),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,3,112,112
75509,King St&2nd St W-FS/SB,KING.2S2,KING.2ST,5236,37.7798,-122.38994,1,02ND ST,KING ST,FS,WE,,0,1729767266000,15733709,147,6,POINT (-122.38994 37.7798),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,31,31
75621,Sunset Blvd&Judah St NW-NS/SB,SUNSJUD0,SUNSJUDA,6529,37.761005999999995,-122.495851,,JUDAH ST,SUNSET BLVD,NS,NW,,1,1729767266000,15735319,147,4,POINT (-122.495851 37.761006),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
75510,Newcomb Ave&Keith St S-FS/SB,NEWCKET0,NEWCKETH,5487,37.733000000000004,-122.386049,,KEITH ST,NEWCOMB AVE,FS,SO,,0,1729767266000,15733715,147,10,POINT (-122.386049 37.733),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,86,86
72708,24th St&Potrero Ave NW-FS/BZ,24STPOT0,24STPOTR,3480,37.75299,-122.40669,,POTRERO AVE,24TH ST,FS,NW,BZ,0,1729767266000,15727471,147,9,POINT (-122.40669 37.75299),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,20,53,53
74252,Presidio Ave&Sutter St SW-FS/BZ,PRESSUT0,PRESSUTT,6099,37.784392,-122.44628900000001,,SUTTER ST,PRESIDIO AVE,FS,SW,BZ,1,1729767266000,15732757,147,2,POINT (-122.446289 37.784392),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,6,31,11,11
73250,925 Corbett Ave E-FS/PS,CRBTH925,CRBTH925,4169,37.752083,-122.443414,,,CORBETT AVE,FS,EA,,1,1729767266000,15729052,147,8,POINT (-122.443414 37.752083),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,38,51,51
75674,Ashbury St&Frederick St NW-NS/BZ,ASHBFRE0,,7295,37.767305,-122.446473,,FREDERICK ST,ASHBURY ST,,,,0,1729767266000,15736947,147,5,POINT (-122.446473 37.767305),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,25,25
75874,Geary Blvd&Arguello Blvd NW-FS/BB,GEARARG2,,7854,37.781313,-122.458955,1,02ND AVE,GEARY BLVD,,,,0,1729767266000,15739142,147,1,POINT (-122.458955 37.781313),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,11,5,5
73409,Divisadero St&North Point St NW-NS,DIVIN P0,DIVIN PT,4430,37.802844,-122.443514,,NORTH POINT ST,DIVISADERO ST,NS,NW,,0,1729767266000,15729488,147,2,POINT (-122.443514 37.802844),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,17,17
74144,Orizaba Ave&Broad St NW-NS/PS,ORIZBRO0,ORIZBROD,5825,37.713328,-122.462585,,BROAD ST,ORIZABA AVE,NS,NW,,0,1729767266000,15732290,147,11,POINT (-122.462585 37.713328),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,65,65
73299,Divisadero St&Sutter St SW-FS/BZ,DIVISUTT,SUTTTERM,4435,37.78515,-122.439939,,SUTTER ST,DIVISADERO ST,FS,SW,BZ,0,1729767266000,15729594,147,5,POINT (-122.439939 37.78515),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,15,103,103
75494,Union St&Larkin St SE-FS/BZ,UNINLAR1,UNINLARK,6767,37.79895,-122.42052699999999,,LARKIN ST,UNION ST,FS,SE,BZ,0,1729767266000,15738305,147,3,POINT (-122.420527 37.79895),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,32,107,107
75591,Palou Ave&Crisp Ave N-FS/PS,PALUCPA1,PALUCPAV,5865,37.727982,-122.380189,,CRISP RD,PALOU AVE,FS,NO,,0,1729767266000,15738389,147,10,POINT (-122.380189 37.727982),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,78,78
72949,Bryant St&4TH St S-NS/PS,BRYT 4S1,BRYT 4ST,3723,37.779002999999996,-122.398667,,04TH ST,BRYANT ST,NS,SO,,0,1729767266000,15728594,147,6,POINT (-122.398667 37.779003),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,34,32,32
73963,Lincoln Way&La Playa St SW-NS/PS,LWAYLAP0,LWAYLAPL,5329,37.763926,-122.50957,,LA PLAYA ST,LINCOLN WY,NS,SW,,1,1729767266000,15731221,147,4,POINT (-122.50957 37.763926),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74241,19th Ave&Taraval St NE-FS/BB,19AVTAR1,19AVTARA,3394,37.74331,-122.47554,1,TARAVAL ST,19TH AVE,FS,NE,BZ,1,1729767266000,15732721,147,7,POINT (-122.47554 37.74331),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,41,44,44
73508,Grafton Ave&Plymouth Ave SW-NS/PS,GRAFPLY0,GRAFPLYM,4915,37.719961999999995,-122.456232,,PLYMOUTH AVE,GRAFTON AVE,NS,SW,,1,1729767266000,15729794,147,11,POINT (-122.456232 37.719962),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,1,24,64,64
75920,Crissy Field Terminal S/BB,CRFD.TC2,,8150,37.802755,-122.461705,,,,,,,0,1729767266000,15739281,147,2,POINT (-122.461705 37.802755),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,,6,27,3,3
74872,Plymouth Ave&Ocean Ave SW-FS/BZ,PLYMOCE1,PLYMOCEN,5975,37.723638,-122.456233,,OCEAN AVE,PLYMOUTH AVE,FS,SW,,1,1729767266000,15736120,147,11,POINT (-122.456233 37.723638),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,24,64,64
73082,Clayton St&Carl St NW-NS/PS,CLTNCAR0,CLTNCARL,4074,37.766154,-122.44794,,CARL ST,CLAYTON ST,NS,NW,,0,1729767266000,15728919,147,8,POINT (-122.44794 37.766154),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,29,29
74548,The Embarcadero&Brannan St S-NS/SI,EMBRBRAN,,7145,37.784627,-122.387977,1,BRANNAN ST,THE EMBARCADERO,,SO,,0,1729767266000,15737358,147,6,POINT (-122.387977 37.784627),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,8,31,31
75689,Rhode Island St&26th St NW-NS,R IS26S0,R IS26ST,6200,37.750727,-122.401342,,26TH ST,RHODE ISLAND ST,NS,NW,,0,1729767266000,15738442,147,10,POINT (-122.401342 37.750727),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,26,54,54
73388,Ellsworth St&Crescent Ave SE-NS/SB,EWTHCRE1,EWTHCRES,4568,37.73471,-122.41490999999999,,CRESCENT AVE,ELLSWORTH ST,NS,SE,,0,1729767266000,15729457,147,9,POINT (-122.41491 37.73471),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,83,83
74645,California St&19TH Ave SW-NS/BZ,CALI19A1,CALI19AV,3836,37.784109,-122.47871,1,19TH AVE,CALIFORNIA ST,NS,SW,,1,1729767266000,15735919,147,1,POINT (-122.47871 37.784109),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
73246,Connecticut St&Cesar Chavez St NE-FS,CONNCHA1,CONNCHAV,4131,37.750001999999995,-122.39622,,CESAR CHAVEZ ST,CONNECTICUT ST,FS,NE,,0,1729767266000,15729045,147,10,POINT (-122.39622 37.750002),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,54,54
74469,Font Blvd & Juan Bautista Cir. W-NS/SB,FONTJBAU,,7790,37.718477,-122.478691,,JUAN BAUTISTA CIR,FONT BLVD,,,,0,1729767266000,15738898,147,7,POINT (-122.478691 37.718477),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,42,42
72807,46th Ave&Moraga St SE-NS/SB,46AVMOR1,46AVMORA,3585,37.754756,-122.505449,,MORAGA ST,46TH AVE,NS,SE,,0,1729767266000,15728127,147,4,POINT (-122.505449 37.754756),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74665,Hermann St&Fillmore St NE-NS/BZ,HERMFIL1,HERMFILL,5017,37.770306999999995,-122.429929,1,FILLMORE ST,HERMANN ST,NS,NE,BZ,0,1729767266000,15735964,147,5,POINT (-122.429929 37.770307),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,9,28,28
74991,16th Ave&Lawton St E-MI/SB,16AVLAW1,16AVLAWT,3272,37.758109999999995,-122.47367,,LAWTON ST,16TH AVE,MI,EA,FL,0,1729767266000,15737803,147,7,POINT (-122.47367 37.75811),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,14,44,44
74755,150 Otis St NW-MB/BB,OTIS 150,OTIS 150,5835,37.771594,-122.420422,,,OTIS ST,MB,NW,BB,0,1729767266000,15735997,147,6,POINT (-122.420422 37.771594),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,20,32,32
74273,Cesar Chavez St&Valencia St SE-FS/BB,CHAVVLN1,,7592,37.748056,-122.420064,,VALENCIA ST,ARMY ST,,,,0,1729767266000,15738662,147,9,POINT (-122.420064 37.748056),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,2,83,83
74044,Market St&Guerrero St S-NS/SI,MRKTGUE1,MRKTGUER,5675,37.77057,-122.424971,1,GUERRERO ST,MARKET ST,NS,SO,SI,0,1729767266000,15732104,147,8,POINT (-122.424971 37.77057),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,5,20,27,27
75149,Masonic Ave&Fulton St SE-NS/RC,MSICFUL1,MSICFULT,5706,37.77571,-122.44636,,FULTON ST,MASONIC AVE,NS,SE,BZ,0,1729767266000,15736462,147,5,POINT (-122.44636 37.77571),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,18,24,24
75658,Teresita Blvd&Isola Way E-MB/SB,TEREISL1,TEREISLA,6672,37.741839999999996,-122.45047199999999,,ISOLA WAY,TERESITA BLVD,MB,EA,,0,1729767266000,15736892,147,7,POINT (-122.450472 37.74184),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,72,72
75300,Warren Dr&Locksley Ave NE-NS/PS,WARNLOC1,WARNLOCK,6913,37.758694,-122.463135,,LOCKSLEY AVE,WARREN DR,NS,NE,,0,1729767266000,15735022,147,7,POINT (-122.463135 37.758694),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,8,14,111,111
73952,Jackson St&Steiner St NE-NS/AB,JACKSTE0,JACKSTEI,5162,37.79235,-122.436109,,STEINER ST,JACKSON ST,NS,NE,,0,1729767266000,15731193,147,2,POINT (-122.436109 37.79235),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,30,102,102
75244,Balboa St&Park Presidio Blvd NW-FS,BBOAPKP0,BBOAPKPR,3070,37.776894999999996,-122.472227,,PARK PRESIDIO BLVD,BALBOA ST,FS,NW,BZ,0,1729767266000,15738039,147,1,POINT (-122.472227 37.776895),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,5,5
72691,Broadway&Montgomery St SW-NS/BB,BDWYMTG0,BDWYMTGY,3084,37.798134,-122.40396,,MONTGOMERY ST,BROADWAY,NS,SW,,1,1729767266000,15727362,147,3,POINT (-122.40396 37.798134),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,23,106,106
75207,Union St&Baker St SW-NS/PS,UNINBAK1,UNINBAKR,6746,37.79575,-122.445509,,BAKER ST,UNION ST,NS,SW,,0,1729767266000,15734955,147,2,POINT (-122.445509 37.79575),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,6,13,14,14
73904,Monterey Blvd&Foerster St NW-FS/BZ,MTRYFOE0,MTRYFOER,5432,37.731615,-122.44916599999999,,FOERSTER ST,MONTEREY BLVD,FS,NW,BZ,1,1729767266000,15731450,147,7,POINT (-122.449166 37.731615),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,8,41,95,95
74562,Geneva Ave&Santos St N-FS/BZ,GNVASANN,GNVASANT,4900,37.708484,-122.420354,,SANTOS ST,GENEVA AVE,FS,NO,BZ,0,1729767266000,15737406,147,10,POINT (-122.420354 37.708484),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,40,74,74
73649,Hayes St&Gough St NW-FS/BZ,HAYSGOU0,HAYSGOUG,4996,37.776893,-122.423326,,GOUGH ST,HAYES ST,FS,NW,BZ,0,1729767266000,15730151,147,5,POINT (-122.423326 37.776893),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,4,11,9,22,22
75252,Persia Ave&Mission St S-FS/BZ,PERSMIS0,PERSMISS,5913,37.722941,-122.435765,,MISSION ST,PERSIA AVE,FS,SO,,1,1729767266000,15738060,147,11,POINT (-122.435765 37.722941),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
75282,46th Ave&Lawton St SE-NS/PS,46AVLAW1,46AVLAWT,3581,37.756612,-122.505577,,LAWTON ST,46TH AVE,NS,SE,,0,1729767266000,15733531,147,4,POINT (-122.505577 37.756612),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74425,Castro Station Outbound,CTROSTAO,CTRO STA,6991,37.762682999999996,-122.435289,,CASTRO ST,17TH ST,,,,0,1729767266000,15737253,147,8,POINT (-122.435289 37.762683),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,5,5,38,38
74066,Pacific Ave&Taylor St NE-NS/PS,PACFTAY1,PACFTAYL,5856,37.796164999999995,-122.41327,,TAYLOR ST,PACIFIC AVE,NS,NE,,1,1729767266000,15731857,147,3,POINT (-122.41327 37.796165),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,21,107,107
74852,Prague St&Persia Ave N-NS/PS,PRAGPER0,PRAGPERS,6082,37.71903,-122.42717999999999,,PERSIA AVE,PRAGUE ST,NS,NO,FL,0,1729767266000,15734619,147,11,POINT (-122.42718 37.71903),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
75505,Market St&Grant Ave W-FS/BZ,MRKTGRN0,MRKTGRNT,5674,37.78639,-122.40516,1,GRANT AVE,MARKET ST,FS,WE,BZ,1,1729767266000,15733694,147,6,POINT (-122.40516 37.78639),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,3,8,19,19
75083,Bayshore Blvd&Blanken Ave SE-NS/BZ,BSHRBLKN,,7334,37.712226,-122.402179,1,BLANKEN AVE,BAYSHORE BLVD,,,,0,1729767266000,15737834,147,10,POINT (-122.402179 37.712226),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,1,89,89
73277,Fulton St&Arguello Blvd NW-FS/BZ,FULTARG0,FULTARGL,4223,37.774353999999995,-122.458416,,MCALLISTER ST,ARGUELLO BLVD,FS,NW,BZ,0,1729767266000,15729542,147,1,POINT (-122.458416 37.774354),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,11,5,5
72654,Balboa St&12TH Ave SW-NS/PS,BBOA12A1,BBOA12AV,3041,37.776868,-122.470531,,12TH AVE,BALBOA ST,NS,SW,,0,1729767266000,15727778,147,1,POINT (-122.470531 37.776868),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,11,5,5
75478,Market St&Castro St E-NS/SB,MRKTCTRE,MRKTCTRO,5667,37.763022,-122.434979,1,,MARKET ST,FS,WE,SI,0,1729767266000,15736756,147,8,POINT (-122.434979 37.763022),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,5,5,28,28
74983,McLaren School NE-FS/SB,SUNYMCS0,SUNYMCSC,6574,37.714133,-122.423673,1,,SUNNYDALE AVE,FS,NE,,0,1729767266000,15737774,147,10,POINT (-122.423673 37.714133),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,19,74,74
73767,Legion of Honor SE-NS/BZ,LEG.HON1,LEG.HON.,4873,37.785015,-122.499592,,EL CAMINO DEL MAR,LEGION OF HONOR DR,NS,SE,BZ,1,1729767266000,15730999,147,1,POINT (-122.499592 37.785015),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,17,7,7
74060,Pacific Ave&Mason St NE-NS/SB,PACFMAS1,PACFMASN,5847,37.796378,-122.411619,,MASON ST,PACIFIC AVE,NS,NE,,0,1729767266000,15731851,147,3,POINT (-122.411619 37.796378),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,6,107,107
73320,Columbus Ave&Taylor St S-FS/BZ,COLMTAY1,COLMTAYL,4118,37.803284999999995,-122.414643,,TAYLOR ST,COLUMBUS AVE,FS,SO,BZ,0,1729767266000,15729639,147,3,POINT (-122.414643 37.803285),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,32,107,107
74281,Moscow St&Brazil Ave E-NS/PS,MSCWBRZL,,7983,37.721137999999996,-122.427622,,BRAZIL AVE,MOSCOW ST,,,,0,1729767266000,15738687,147,11,POINT (-122.427622 37.721138),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
72713,23rd St&Utah St SE-FS/BZ,23STUTA1,23STUTAH,3454,37.754298,-122.405304,,UTAH ST,23RD ST,FS,SE,BZ,1,1729767266000,15727488,147,10,POINT (-122.405304 37.754298),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,9,20,54,54
72781,22nd Ave&Noriega St NE-FS/BZ,22AVNOR1,22AVNORI,3431,37.754337,-122.479611,,NORIEGA ST,22ND AVE,FS,NE,BZ,0,1729767266000,15728059,147,4,POINT (-122.479611 37.754337),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
73913,Main St&Market St NE-MB/BB,MAINMRK1,MAINMRKT,5336,37.79253,-122.39567,,MARKET ST,MAIN ST,MB,NE,BZ,0,1729767266000,15731474,147,6,POINT (-122.39567 37.79253),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,10,8,108,108
73887,Industrial St&Elmira St SE-FS/SB,INDSELM0,INDSELMR,5094,37.73879,-122.40373,,ELMIRA ST,INDUSTRIAL ST,FS,SE,,0,1729767266000,15731410,147,10,POINT (-122.40373 37.73879),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,82,82
75261,Van Dyke Ave&Jennings St W-NS,VDYKJEN1,VDYKJENN,6840,37.72707,-122.38883,,JENNINGS ST,VAN DYKE AVE,NS,WE,FL,0,1729767266000,15738114,147,10,POINT (-122.38883 37.72707),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,86,86
74646,Cesar Chavez St&Florida St SW-NS/BZ,CHAVFLO1,CHAVFLOR,3930,37.74823,-122.40976,,FLORIDA ST,CESAR CHAVEZ ST,NS,SW,BZ,0,1729767266000,15735923,147,9,POINT (-122.40976 37.74823),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,3,2,2,60,60
74128,Market St&Montgomery St W-FS/BZ,MRKTMTG0,MRKTMTGY,5684,37.788489999999996,-122.40248,1,MONTGOMERY ST,MARKET ST,FS,WE,BZ,1,1729767266000,15732209,147,3,POINT (-122.40248 37.78849),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,6,3,8,19,19
75402,Stanyan St&Hayes St SE-NS/BZ,STANHAY1,STANHAYS,6480,37.772819,-122.45418599999999,,HAYES ST,STANYAN ST,NS,SE,BZ,0,1729767266000,15733571,147,5,POINT (-122.454186 37.772819),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,18,24,24
75644,Turk St&Arguello Blvd SE-FS/BZ,TURKARG1,TURKARGL,6709,37.77715,-122.45818,,ARGUELLO BLVD,TURK ST,FS,SE,BZ,1,1729767266000,15735394,147,1,POINT (-122.45818 37.77715),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,18,12,12
74794,Santos St&Geneva Ave N-NS/SB,SANTGNV0,SANTGNVA,6344,37.708600000000004,-122.42007,1,GENEVA AVE,SANTIAGO ST,NS,NO,,0,1729767266000,15737619,147,10,POINT (-122.42007 37.7086),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,9,40,74,74
74477,Valencia St&Mission St NE-FS/BZ,VLNCMISS,VLNCMISS,7902,37.745942,-122.419984,,MISSION ST,VALENCIA ST,FS,NE,BZ,0,1729767266000,15738907,147,9,POINT (-122.419984 37.745942),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,2,2,83,83
74461,Mission Bay South & 4th St,MBSO.4ST,,7766,37.770513,-122.391037,,04TH ST,MISSION BAY BLVD,,,,0,1729767266000,15738887,147,6,POINT (-122.391037 37.770513),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,34,34
73851,Junipero Serra Blvd & Font Blvd NW,J S FON0,J S FONT,5136,37.71463,-122.47191,1,FONT BLVD,JUNIPERO SERRA BLVD,NS,NW,FL,0,1729767266000,15730891,147,7,POINT (-122.47191 37.71463),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,8,16,42,42
75472,Masonic Ave&Oak St SE-NS/BZ,MSICOAK1,MSICOAK,5716,37.771963,-122.445625,,OAK ST,MASONIC AVE,NS,SE,BZ,0,1729767266000,15736705,147,5,POINT (-122.445625 37.771963),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,7,11,3,25,25
73609,Fitzgerald Ave&Jennings St W-NS/PS,FITZJEN1,FITZJENN,4647,37.722028,-122.39332,,JENNINGS ST,FITZGERALD AVE,NS,WE,,0,1729767266000,15730309,147,10,POINT (-122.39332 37.722028),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,2,9,1,88,88
75607,Cabrillo St&La Playa SE-FS/BZ,CBROLAP1,,7204,37.773206,-122.50987599999999,,LA PLAYA ST,CABRILLO ST,,SE,,0,1729767266000,15733804,147,1,POINT (-122.509876 37.773206),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,8,4,29,8,8
75314,46th Ave&Vicente St NW-NS/PS,46AVVCT0,46AVVCTE,3602,37.738141999999996,-122.50444,1,VICENTE ST,46TH AVE,NS,NW,,0,1729767266000,15735059,147,4,POINT (-122.50444 37.738142),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,10,7,35,39,39
74440,South Hill Blvd&Chicago Way W-NS/PS,SOHLCHG1,SOHLCHGO,6469,37.710708,-122.431507,,CHICAGO WAY,SOUTH HILL BLVD,NS,WE,,0,1729767266000,15737349,147,11,POINT (-122.431507 37.710708),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,58,58
72866,Third Street&Mission Rock St. NE-FS,.3STMSR1,4ST 3ST,3153,37.772966,-122.38969399999999,1,MISSION ROCK ST,3RD ST,FS,NO,BZ,0,1729767266000,15727950,147,6,POINT (-122.389694 37.772966),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,1,10,4,34,34
74609,Persia Ave&Naples St E-NS/PS,PERSNAP1,PERSNAPL,5916,37.72088,-122.43107,,NAPLES ST,PERSIA AVE,NS,EA,,0,1729767266000,15734364,147,11,POINT (-122.43107 37.72088),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,9,1,7,90,90
73519,Larkin St&Grove St NE-FS/BZ,LARKGRO1,LARKGROV,4848,37.778901,-122.416545,,GROVE ST,LARKIN ST,FS,NE,BZ,0,1729767266000,15729811,147,5,POINT (-122.416545 37.778901),11/02/2024 08:47:21 PM,11/04/2024 09:42:39 AM,5,10,36,21,21
